id,title,url,published_datetime,status,tweet,llm_provider,discovered_datetime,tweet_generated_datetime,tweet_posted_datetime
https://barcauniversal.com/?p=213522,"Lamine Yamal talks Raphinha, Messi, new signings, Champions League, World Cup, Ballon d’Or: ‘I play to make history’",https://barcauniversal.com/lamine-yamal-talks-raphinha-messi-new-signings-champions-league-world-cup-ballon-dor-i-play-to-make-history/,2026-09-22T23:05:44+05:30,READY,Lamine’s latest interview reads less like,gemini,2026-09-23T01:57:06+05:30,2026-09-23T02:00:08+05:30,
https://barcauniversal.com/?p=213532,Barcelona president Joan Laporta to travel to Copenhagen for EFC General Assembly,https://barcauniversal.com/barcelona-president-joan-laporta-to-travel-to-copenhagen-for-efc-general-assembly/,2026-09-22T23:48:56+05:30,READY,Laporta’s trip to Copenhagen for the E,gemini,2026-09-23T01:57:06+05:30,2026-09-23T02:00:11+05:30,
https://barcauniversal.com/?p=213526,Loan watch: How Barcelona’s five loanees are faring away from the club this season,https://barcauniversal.com/loan-watch-how-barcelonas-five-loanees-are-faring-away-from-the-club-this-season/,2026-09-23T00:30:00+05:30,READY,1/ Araujo’s start at Liverpool is the standout,gemini,2026-09-23T01:57:06+05:30,2026-09-23T02:00:14+05:30,
https://barcauniversal.com/?p=213535,Real Madrid ‘tearing their hair out’ as Rodri becomes key Barcelona figure – report,https://barcauniversal.com/real-madrid-tearing-their-hair-out-as-rodri-becomes-key-barcelona-figure-report/,2026-09-23T11:30:00+05:30,READY,Rodri’s immediate adaptation is proving to be the,gemini,2026-09-23T13:10:43+05:30,2026-09-25T06:15:30+05:30,
https://barcauniversal.com/?p=213537,Senior Barcelona defender could be out for up to two months after recent setback,https://barcauniversal.com/senior-barcelona-defender-could-be-out-for-up-to-two-months-after-recent-setback/,2026-09-23T12:08:14+05:30,READY,Christensen’s left thigh strain could,gemini,2026-09-23T13:10:43+05:30,2026-09-23T13:11:29+05:30,
https://barcauniversal.com/?p=213539,Barcelona face fresh wage bill warning despite staying within UEFA parameters,https://barcauniversal.com/barcelona-face-fresh-wage-bill-warning-despite-staying-within-uefa-parameters/,2026-09-23T12:30:00+05:30,READY,*Interpretation/Hedge:* While there's,gemini,2026-09-23T13:10:43+05:30,2026-09-23T23:27:52+05:30,
https://barcauniversal.com/?p=213541,Barcelona legend Sergio Busquets takes first major step towards coaching career,https://barcauniversal.com/barcelona-legend-sergio-busquets-takes-first-major-step-towards-coaching-career/,2026-09-23T12:50:00+05:30,READY,(Iterative process following guidelines):**,gemini,2026-09-23T13:10:43+05:30,2026-09-23T13:11:41+05:30,
https://barcauniversal.com/?p=213543,"Barcelona star Lamine Yamal reveals ruthless winning mentality: ‘Win, win, win, always’",https://barcauniversal.com/barcelona-star-lamine-yamal-reveals-ruthless-winning-mentality-win-win-win-always/,2026-09-23T13:10:00+05:30,READY,Lamine’s latest comments to L’Equipe underline,gemini,2026-09-23T13:10:43+05:30,2026-09-23T13:11:46+05:30,
https://barcauniversal.com/?p=213549,Revealed: What Barcelona superstar told the referee about Sevilla’s rough play,https://barcauniversal.com/revealed-what-barcelona-superstar-told-the-referee-about-sevillas-rough-play/,2026-09-23T14:00:00+05:30,READY,Raphinha's exchange with the referee against Sevilla,gemini,2026-09-23T19:04:49+05:30,2026-09-23T23:27:56+05:30,
https://barcauniversal.com/?p=213552,Barcelona director keeping an eye on experienced defensive options – report,https://barcauniversal.com/barcelona-director-keeping-an-eye-on-experienced-defensive-options-report/,2026-09-23T15:15:43+05:30,READY,Christensen's injury has forced Deco,gemini,2026-09-23T19:04:49+05:30,2026-09-23T19:05:51+05:30,
