id,title,url,published_datetime,status,tweet,llm_provider,discovered_datetime,tweet_generated_datetime,tweet_posted_datetime
https://barcauniversal.com/?p=213050,Barcelona make major decision regarding teenage defender’s playing position – report,https://barcauniversal.com/barcelona-make-major-decision-regarding-teenage-defenders-playing-position-report/,2026-09-17T18:30:00+05:30,READY,"looks set to stay"".
        *   Tone: Analytical",gemini,2026-09-18T00:43:44+05:30,2026-09-18T00:44:15+05:30,
https://barcauniversal.com/?p=213059,Barcelona confirm Joan Garcia diagnosis after injury scare against Racing Club,https://barcauniversal.com/barcelona-confirm-joan-garcia-diagnosis-after-injury-scare-against-racing-club/,2026-09-17T18:37:23+05:30,READY,:* Joan Garcia's knee issue against Racing Club is,gemini,2026-09-18T00:43:44+05:30,2026-09-18T11:19:41+05:30,
https://barcauniversal.com/?p=213061,Barcelona have high hopes for 30-year-old defender after injury-riddled last season,https://barcauniversal.com/barcelona-have-high-hopes-for-30-year-old-defender-after-injury-riddled-last-season/,2026-09-17T20:40:13+05:30,READY,Barça’s backing of Christensen despite his injury history,gemini,2026-09-18T00:43:44+05:30,2026-09-18T16:35:47+05:30,
https://barcauniversal.com/?p=213067,Barcelona insist goalkeeper’s injury not serious; rest vs Sevilla only as a precaution – report,https://barcauniversal.com/barcelona-insist-goalkeepers-injury-not-serious-rest-vs-sevilla-only-as-a-precaution-report/,2026-09-17T21:09:39+05:30,READY,Tests on Joan Garcia have cleared the goalkeeper of any serious knee,gemini,2026-09-18T00:43:44+05:30,2026-09-18T11:19:51+05:30,
https://barcauniversal.com/?p=213075,Camp Nou update: First seats installed in the third tier of Barcelona’s stadium,https://barcauniversal.com/camp-nou-update-first-seats-installed-in-the-third-tier-of-barcelonas-stadium/,2026-09-17T22:17:37+05:30,READY,*Option 1 (Single Tweet -,gemini,2026-09-18T00:43:44+05:30,2026-09-18T16:35:51+05:30,
https://barcauniversal.com/?p=213066,Barcelona summer signing sends strong message to Flick with performance vs Racing,https://barcauniversal.com/barcelona-summer-signing-sends-strong-message-to-flick-with-performance-vs-racing/,2026-09-17T22:35:00+05:30,READY,Cancelo’s brace against Racing Santander gives Flick the best,gemini,2026-09-18T00:43:44+05:30,2026-09-18T11:19:57+05:30,
https://barcauniversal.com/?p=213080,Flick could call up 18-year-old Barcelona starlet against Sevilla in place of injured star,https://barcauniversal.com/flick-could-call-up-18-year-old-barcelona-starlet-against-sevilla-in-place-of-injured-star/,2026-09-17T23:07:44+05:30,READY,News → Interpretation → Consequence OR Claim →,gemini,2026-09-18T00:43:44+05:30,2026-09-18T11:20:00+05:30,
https://barcauniversal.com/?p=213083,Flick will keep faith in Barcelona veteran star against Sevilla despite costly mistake,https://barcauniversal.com/flick-will-keep-faith-in-barcelona-veteran-star-against-sevilla-despite-costly-mistake/,2026-09-17T23:30:00+05:30,READY,Joan Garcia won't be risked against Sevilla following a minor,gemini,2026-09-18T00:43:44+05:30,2026-09-18T11:21:02+05:30,
https://barcauniversal.com/?p=213087,Lamine Yamal recollects racism episode at the Santiago Bernabeu: ‘People were surprised by my reaction’,https://barcauniversal.com/lamine-yamal-recollects-racism-episode-at-the-santiago-bernabeu-people-were-surprised-by-my-reaction/,2026-09-18T00:02:42+05:30,READY,Lamine Yamal's recent comments to Movistar on,gemini,2026-09-18T00:43:44+05:30,2026-09-18T11:21:05+05:30,
https://barcauniversal.com/?p=213094,"Eric Garcia talks Lamine, Messi, Joan Garcia, Szczesny, Champions League, Ballon d’Or: ‘He deserves it’",https://barcauniversal.com/eric-garcia-talks-lamine-messi-joan-garcia-szczesny-champions-league-ballon-dor-he-deserves-it/,2026-09-18T00:30:00+05:30,READY,Eric Garcia comparing Lamine Yamal’s trajectory,gemini,2026-09-18T00:43:44+05:30,2026-09-18T11:21:09+05:30,
https://barcauniversal.com/?p=213100,Borussia Dortmund beginning to regret the price they demanded for Adeyemi’s transfer to Barcelona – report,https://barcauniversal.com/borussia-dortmund-beginning-to-regret-the-price-they-demanded-for-adeyemis-transfer-to-barcelona-report/,2026-09-18T12:10:00+05:30,READY,Dortmund letting Karim Adeyemi go,gemini,2026-09-18T16:35:18+05:30,2026-09-18T16:35:55+05:30,
https://barcauniversal.com/?p=213107,Stats: Raphinha has turned penalties into a near-guaranteed goal for Barcelona,https://barcauniversal.com/stats-raphinha-has-turned-penalties-into-a-near-guaranteed-goal-for-barcelona/,2026-09-18T12:30:00+05:30,READY,Raphinha’s record from the spot for Barcelona is,gemini,2026-09-18T16:35:18+05:30,2026-09-18T16:36:00+05:30,
https://barcauniversal.com/?p=213102,"Fermin Lopez opens up on Messi regret, Xavi-Iniesta comparison, Lamine, Barcelona identity and World Cup heartbreak",https://barcauniversal.com/fermin-lopez-opens-up-on-messi-regret-xavi-iniesta-comparison-lamine-barcelona-identity-and-world-cup-heartbreak/,2026-09-18T12:50:00+05:30,READY,Fermin's admission that he's a fundamentally,gemini,2026-09-18T16:35:18+05:30,2026-09-18T16:36:04+05:30,
https://barcauniversal.com/?p=213112,Fermin Lopez vs Dani Olmo: Barcelona have a fascinating battle for one starting position,https://barcauniversal.com/fermin-lopez-vs-dani-olmo-barcelona-have-a-fascinating-battle-for-one-starting-position/,2026-09-18T13:10:00+05:30,READY,Fermín López and Dani Ol,gemini,2026-09-18T16:35:18+05:30,2026-09-18T16:36:08+05:30,
https://barcauniversal.com/?p=213116,Como midfielder backs Barcelona megastar to win Ballon d’Or: ‘What he does is incredible’,https://barcauniversal.com/como-midfielder-backs-barcelona-megastar-to-win-ballon-dor-what-he-does-is-incredible/,2026-09-18T13:30:00+05:30,READY,Luis Milla backing Lamine Yamal for the Ballon d,gemini,2026-09-18T16:35:18+05:30,2026-09-18T16:37:03+05:30,
https://barcauniversal.com/?p=213120,Confirmed: Barcelona to face Atletico Madrid in 2027 Spanish Super Cup semi-final,https://barcauniversal.com/confirmed-barcelona-to-face-atletico-madrid-in-2027-spanish-super-cup-semi-final/,2026-09-18T13:50:00+05:30,READY,"*Drafting options:*

    *Option A (",gemini,2026-09-18T16:35:18+05:30,2026-09-18T16:37:07+05:30,
https://barcauniversal.com/?p=213124,Hansi Flick calls up 18-year-old La Masia talent for first-team training ahead of Sevilla clash,https://barcauniversal.com/hansi-flick-calls-up-18-year-old-la-masia-talent-for-first-team-training-ahead-of-sevilla-clash/,2026-09-18T14:10:00+05:30,READY,Iker Rodriguez training with the first team today points to Barça,gemini,2026-09-18T16:35:18+05:30,2026-09-18T16:37:10+05:30,
https://barcauniversal.com/?p=213126,Confirmed: Seven Barcelona stars called up by Spain for Nations League matches,https://barcauniversal.com/confirmed-seven-barcelona-stars-called-up-by-spain-for-nations-league-matches/,2026-09-18T15:10:21+05:30,READY,Seven Barça players called up for Spain's,gemini,2026-09-18T16:35:18+05:30,2026-09-18T16:37:13+05:30,
https://barcauniversal.com/?p=213129,Confirmed: Barcelona new arrival Anthony Gordon in England squad for Nations League games,https://barcauniversal.com/confirmed-barcelona-new-arrival-anthony-gordon-in-england-squad-for-nations-league-games/,2026-09-18T15:34:22+05:30,READY,Anthony Gordon's inclusion in Thomas Tuchel's first England,gemini,2026-09-18T16:35:18+05:30,2026-09-18T16:37:19+05:30,
https://barcauniversal.com/?p=213131,Barcelona training update: Key star absent after minor injury; replacement called up from La Masia,https://barcauniversal.com/barcelona-training-update-key-star-absent-after-minor-injury-replacement-called-up-from-la-masia/,2026-09-18T15:40:49+05:30,READY,Joan Garcia missing the trip to Sevilla with knee,gemini,2026-09-18T16:35:18+05:30,2026-09-18T16:37:22+05:30,
https://barcauniversal.com/?p=213134,Lamine Yamal questions modern Ballon d’Or criteria and explains what should matter: ‘People prioritise factors that have nothing to do with it’,https://barcauniversal.com/lamine-yamal-questions-modern-ballon-dor-criteria-and-explains-what-should-matter-people-prioritise-factors-that-have-nothing-to-do-with-it/,2026-09-18T16:39:57+05:30,READY,Lamine Yamal's critique of modern Ballon d,gemini,2026-09-18T23:49:36+05:30,2026-09-19T12:02:23+05:30,
https://barcauniversal.com/?p=213136,"Flick talks Joan Garcia, Szczesny, Livakovic, Adeyemi, Raphinha ahead of Sevilla vs Barcelona",https://barcauniversal.com/flick-talks-joan-garcia-szczesny-livakovic-adeyemi-raphinha-ahead-of-sevilla-vs-barcelona/,2026-09-18T16:54:49+05:30,READY,Garcia missing the Sevilla trip forces Flick into an interesting call between,gemini,2026-09-18T23:49:36+05:30,2026-09-19T05:03:49+05:30,
https://barcauniversal.com/?p=213138,Sevilla manager admits Barcelona are ‘terrifying’ ahead of crucial La Liga clash,https://barcauniversal.com/sevilla-manager-admits-barcelona-are-terrifying-ahead-of-crucial-la-liga-clash/,2026-09-18T18:08:16+05:30,READY,"Garcia Plaza calling Flick’s Barça """,gemini,2026-09-18T23:49:36+05:30,2026-09-19T05:03:54+05:30,
https://barcauniversal.com/?p=213142,Spain U21 boss compares Barcelona breakthrough star to Pedri: ‘His greatest strength is…’,https://barcauniversal.com/spain-u21-boss-compares-barcelona-breakthrough-star-to-pedri-his-greatest-strength-is/,2026-09-18T18:34:29+05:30,READY,Praise → Specific Reason → Broader Point,gemini,2026-09-18T23:49:36+05:30,2026-09-19T05:03:58+05:30,
https://barcauniversal.com/?p=213147,Puyol praises Deco as Barcelona legend assesses Flick’s squad: ‘We’re going to have a great season’,https://barcauniversal.com/puyol-praises-deco-as-barcelona-legend-assesses-flicks-squad-were-going-to-have-a-great-season/,2026-09-18T19:30:00+05:30,READY,Puyol’s backing of Deco and Flick,gemini,2026-09-18T23:49:36+05:30,2026-09-19T05:04:03+05:30,
https://barcauniversal.com/?p=213151,Raphinha confirms intention to renew contract at Barcelona: ‘Hopefully finish my career here’,https://barcauniversal.com/raphinha-confirms-intention-to-renew-contract-at-barcelona-hopefully-finish-my-career-here/,2026-09-18T19:30:54+05:30,READY,Raphinha publicly welcoming contract talks with Deco isn,gemini,2026-09-18T23:49:36+05:30,2026-09-19T05:04:07+05:30,
https://barcauniversal.com/?p=213154,"Lamine Yamal talks Messi, Busquets, Real Madrid, Barcelona weakness: ‘Teams like Bayern or PSG…’",https://barcauniversal.com/lamine-yamal-talks-messi-busquets-real-madrid-barcelona-weakness-teams-like-bayern-or-psg/,2026-09-18T19:57:46+05:30,READY,Lamine Yamal identifying physical teams,gemini,2026-09-18T23:49:36+05:30,2026-09-19T12:02:41+05:30,
https://barcauniversal.com/?p=213157,Just in: Real Madrid target in Barcelona over potential move as Man United exit nears,https://barcauniversal.com/just-in-real-madrid-target-in-barcelona-over-potential-move-as-man-united-exit-nears/,2026-09-18T20:17:32+05:30,READY,JJ Gabriel being in Barcelona for talks is a,gemini,2026-09-18T23:49:36+05:30,2026-09-19T05:05:20+05:30,
https://barcauniversal.com/?p=213160,Confirmed: Barcelona starlet receives maiden national team call-up after strong start to loan spell,https://barcauniversal.com/confirmed-barcelona-starlet-receives-maiden-national-team-call-up-after-strong-start-to-loan-spell/,2026-09-18T21:31:01+05:30,READY,"Diego Kochen earns a USMNT call‑up after a solid start to his Lyngby loan. As things stand, the loan is delivering senior experience that could see him debut for the national side. The real test will be how he holds up against top South American competition.",groq,2026-09-18T23:49:36+05:30,2026-09-19T05:05:22+05:30,
