id,title,url,published_datetime,status,tweet,llm_provider,discovered_datetime,tweet_generated_datetime,tweet_posted_datetime
https://barcauniversal.com/?p=212596,"Pau Cubarsi talks defensive mistakes, Gerard Martin and Flick praise after Levante 2-4 Barcelona",https://barcauniversal.com/pau-cubarsi-talks-defensive-mistakes-gerard-martin-and-flick-praise-after-levante-2-4-barcelona/,2026-09-13T23:04:34+05:30,READY,Cubarsí’s post-match assessment after the,gemini,2026-09-14T00:51:20+05:30,2026-09-14T04:59:32+05:30,
https://barcauniversal.com/?p=212604,"Hansi Flick talks Xavi Espart, Karim Adeyemi and Anthony Gordon after Levante 2-4 Barcelona",https://barcauniversal.com/hansi-flick-talks-xavi-espart-karim-adeyemi-and-anthony-gordon-after-levante-2-4-barcelona/,2026-09-13T23:35:40+05:30,READY,"delivery vs Gordon's drought).
    *",gemini,2026-09-14T00:51:20+05:30,2026-09-14T04:59:36+05:30,
https://barcauniversal.com/?p=212612,"Poor defense, Levante’s press, an inevitable attack | Three takeaways from Levante 2-4 Barcelona",https://barcauniversal.com/poor-defense-levantes-press-an-inevitable-attack-three-takeaways-from-levante-2-4-barcelona/,2026-09-14T00:21:39+05:30,READY,1/ Barça’s 4-2,gemini,2026-09-14T00:51:20+05:30,2026-09-14T04:59:40+05:30,
https://barcauniversal.com/?p=212653,Jorge Mendes set to arrive in Barcelona with out-of-favour defender’s situation on the agenda,https://barcauniversal.com/jorge-mendes-set-to-arrive-in-barcelona-with-out-of-favour-defenders-situation-on-the-agenda/,2026-09-14T15:53:43+05:30,READY,Jorge Mendes is in Barcelona today for a brief visit,gemini,2026-09-14T19:23:42+05:30,2026-09-14T19:24:13+05:30,
https://barcauniversal.com/?p=212656,Liverpool set sights on Barcelona defensive outcast – report,https://barcauniversal.com/liverpool-set-sights-on-barcelona-defensive-outcast-report/,2026-09-14T16:04:14+05:30,DISCOVERED,,,2026-09-14T19:23:42+05:30,,
https://barcauniversal.com/?p=212659,Rodri’s rise under Hansi Flick is creating a problem for Barcelona homegrown star,https://barcauniversal.com/rodris-rise-under-hansi-flick-is-creating-a-problem-for-barcelona-homegrown-star/,2026-09-14T16:40:06+05:30,READY,Rodri’s growing influence alongside Pedri has,gemini,2026-09-14T19:23:42+05:30,2026-09-14T19:24:20+05:30,
https://barcauniversal.com/?p=212662,Hansi Flick surpasses legendary Barcelona managers with incredible record,https://barcauniversal.com/hansi-flick-surpasses-legendary-barcelona-managers-with-incredible-record/,2026-09-14T17:02:15+05:30,READY,61 matchdays top of La Liga out of 8,gemini,2026-09-14T19:23:42+05:30,2026-09-14T19:24:24+05:30,
https://barcauniversal.com/?p=212664,Barcelona captain leads Europe’s top leagues for goal contributions in 2026/27,https://barcauniversal.com/barcelona-captain-leads-europes-top-leagues-for-goal-contributions-in-2026-27/,2026-09-14T17:26:46+05:30,READY,Raphinha leading Europe’s top leagues for goal contributions,gemini,2026-09-14T19:23:42+05:30,2026-09-14T19:24:30+05:30,
https://barcauniversal.com/?p=212665,Barcelona can make history against Racing Santander with seventh straight win,https://barcauniversal.com/barcelona-can-make-history-against-racing-santander-with-seventh-straight-win/,2026-09-14T17:45:18+05:30,READY,"/Applying Rules:**
    *   *Tone:* Analytical",gemini,2026-09-14T19:23:42+05:30,2026-09-15T00:46:17+05:30,
https://barcauniversal.com/?p=212672,Barcelona youngster becomes first-choice starter for Flick ahead of established stars,https://barcauniversal.com/barcelona-youngster-becomes-first-choice-starter-for-flick-ahead-of-established-stars/,2026-09-14T18:06:25+05:30,READY,Xavi Espart moving ahead of,gemini,2026-09-14T19:23:42+05:30,2026-09-14T19:25:02+05:30,
https://barcauniversal.com/?p=212676,"Eric Garcia talks Flick, Raphinha, Pedri, Araujo, new signings, captaincy, Ballon d’Or: ‘Lamine should win it’",https://barcauniversal.com/eric-garcia-talks-flick-raphinha-pedri-araujo-new-signings-captaincy-ballon-dor-lamine-should-win-it/,2026-09-14T18:23:12+05:30,READY,Eric Garcia’s turn into a trusted right,gemini,2026-09-14T19:23:42+05:30,2026-09-14T19:26:02+05:30,
https://barcauniversal.com/?p=212679,Barcelona make first contacts over contract renewal for 24-year-old defender,https://barcauniversal.com/barcelona-make-first-contacts-over-contract-renewal-for-24-year-old-defender/,2026-09-14T18:53:24+05:30,READY,Barça opening contacts over Gerard Martín's,gemini,2026-09-14T19:23:42+05:30,2026-09-14T19:26:07+05:30,
https://barcauniversal.com/?p=212680,Flick’s staff keeping a close eye on 16-year-old Barcelona academy gem’s recovery,https://barcauniversal.com/flicks-staff-keeping-a-close-eye-on-16-year-old-barcelona-academy-gems-recovery/,2026-09-14T19:15:00+05:30,READY,Barça Atlètic + first-team training),gemini,2026-09-14T19:23:42+05:30,2026-09-14T19:26:10+05:30,
