id,title,url,published_datetime,status,tweet,llm_provider,discovered_datetime,tweet_generated_datetime,tweet_posted_datetime
https://barcauniversal.com/?p=211875,Barcelona captain has a chance to become a regular with Spain national team,https://barcauniversal.com/barcelona-captain-has-a-chance-to-become-a-regular-with-spain-national-team/,2026-09-06T18:20:24+05:30,READY,Marcos Llorente’s sudden international retirement has opened,gemini,2026-09-07T00:05:59+05:30,2026-09-07T00:06:42+05:30,
https://barcauniversal.com/?p=211886,Confirmed: Barcelona starting line up to face Valencia,https://barcauniversal.com/confirmed-barcelona-starting-line-up-to-face-valencia/,2026-09-06T18:45:20+05:30,READY,1/ Rodri’s first Barça start is,gemini,2026-09-07T00:05:59+05:30,2026-09-07T00:06:46+05:30,
https://barcauniversal.com/?p=211887,Barcelona’s first-ever Brazilian number nine wishes new signing the best: ‘Lot of nostalgia’,https://barcauniversal.com/barcelonas-first-ever-brazilian-number-nine-wishes-new-signing-the-best-lot-of-nostalgia/,2026-09-06T18:46:07+05:30,READY,Gabriel Jesus wearing the No. 9 for,gemini,2026-09-07T00:05:59+05:30,2026-09-07T00:06:53+05:30,
https://barcauniversal.com/?p=211898,Hansi Flick explains decision to hand Rodri his first Barcelona start: ‘I want to see..’,https://barcauniversal.com/hansi-flick-explains-decision-to-hand-rodri-his-first-barcelona-start-i-want-to-see/,2026-09-06T19:26:39+05:30,READY,"Rodri's first Barcelona start is a test of his physical readiness. As things stand, Flick has paired him with Pedri to see how their joint work translates on the pitch. The result remains to be seen.",groq,2026-09-07T00:05:59+05:30,2026-09-07T00:06:56+05:30,
https://barcauniversal.com/?p=211903,Valencia manager praises Barcelona ahead of showdown at Mestalla: ‘A team with great potential’,https://barcauniversal.com/valencia-manager-praises-barcelona-ahead-of-showdown-at-mestalla-a-team-with-great-potential/,2026-09-06T19:41:17+05:30,READY,"Corberan praised Barcelona as a side with great potential and numerous attacking weapons, but insists his focus is 100 % on Valencia’s own behaviour, mindset and intensity as they prepare for a tough match.",groq,2026-09-07T00:05:59+05:30,2026-09-07T00:07:28+05:30,
https://barcauniversal.com/?p=211908,Barcelona defender may return to action vs Levante after big injury against Valencia,https://barcauniversal.com/barcelona-defender-may-return-to-action-vs-levante-after-big-injury-against-valencia/,2026-09-06T21:06:33+05:30,READY,"Eric Garcia suffered a nasal fracture against Valencia. As things stand, he could be back for the Levante clash, possibly wearing a facemask. Whether he plays will depend on the medical assessment before the match.",groq,2026-09-07T00:05:59+05:30,2026-09-07T00:08:13+05:30,
https://barcauniversal.com/?p=211913,"Fermin 10, Yamal 10 | Valencia 0-5 Barcelona: Player Ratings",https://barcauniversal.com/fermin-10-yamal-10-valencia-0-5-barcelona-player-ratings/,2026-09-06T21:47:36+05:30,READY,Fermin Lopez and Lamine Yamal each earned 10‑point ratings in Barça’s 5‑0 demolition of Valencia – a performance that underlines the squad’s early season dominance and keeps the Catalan giants at the top of La Liga.,groq,2026-09-07T00:05:59+05:30,2026-09-07T00:09:02+05:30,
https://barcauniversal.com/?p=211932,"Hansi Flick talks Lamine Yamal, Rodri, Fermin and Dani Olmo after Valencia 0-5 Barcelona",https://barcauniversal.com/hansi-flick-talks-lamine-yamal-rodri-fermin-and-dani-olmo-after-valencia-0-5-barcelona/,2026-09-06T23:15:43+05:30,READY,"Barça’s 5-0 rout of Valencia was a textbook showcase of control and space‑creating play; Flick lauded Lamine’s brace and Rodri’s leadership while noting Fermin’s intensity and Olmo’s smart impact off the bench. As things stand, the win does not alter the club’s conviction that a conventional No. 9 remains essential. Remains to be seen how this philosophy holds against a deeper Feyenoord side.",groq,2026-09-07T00:05:59+05:30,2026-09-07T00:09:48+05:30,
https://barcauniversal.com/?p=211934,"The five goal tradition, Rodri’s debut, League leaders | Three takeaways from Valencia 0-5 Barcelona",https://barcauniversal.com/the-five-goal-tradition-rodris-debut-league-leaders-three-takeaways-from-valencia-0-5-barcelona/,2026-09-06T23:40:00+05:30,READY,"Barcelona's 5‑goal haul against Valencia reaffirms a season‑long pattern that feels almost contractual; the attack was a full‑team effort with Fermin López, Yamal and Gordon all contributing. Rodri's debut start, his first La Liga appearance in over a year, showed a defensive midfield anchor capable of linking defence and attack while limiting chances. With a 12‑point haul from four perfect wins, the Catalans now sit on the summit of the league table, the only Spanish side with a flawless record so far.",groq,2026-09-07T00:05:59+05:30,2026-09-07T00:10:38+05:30,
https://barcauniversal.com/?p=211801,Three years of Deco: How Barcelona’s accidental sporting director quietly changed the club,https://barcauniversal.com/three-years-of-deco-how-barcelonas-accidental-sporting-director-quietly-changed-the-club/,2026-09-07T00:30:00+05:30,DISCOVERED,,,2026-09-07T02:17:30+05:30,,
