id,title,url,published_datetime,status,tweet,llm_provider,discovered_datetime,tweet_generated_datetime,tweet_posted_datetime
https://barcauniversal.com/?p=213248,Barcelona president criticises Atletico Madrid’s reaction over Julian Alvarez pursuit: ‘No way to justify their attitude’,https://barcauniversal.com/barcelona-president-criticises-atletico-madrids-reaction-over-julian-alvarez-pursuit-no-way-to-justify-their-attitude/,2026-09-20T00:21:15+05:30,READY,Laporta speaking publicly on the Alvarez saga isn',gemini,2026-09-20T02:01:43+05:30,2026-09-20T03:58:07+05:30,
https://barcauniversal.com/?p=213251,"Raphinha 10, Yamal 9 | Sevilla 1-3 Barcelona: Player Ratings",https://barcauniversal.com/raphinha-10-yamal-9-sevilla-1-3-barcelona-player-ratings/,2026-09-20T02:28:24+05:30,READY,Raphinha's second consecutive hat-trick and,gemini,2026-09-20T03:57:22+05:30,2026-09-20T03:58:12+05:30,
https://barcauniversal.com/?p=213275,"Raphinha’s extra-terrestrial feats, Rodri’s masterclass | Three takeaways from Sevilla 1-3 Barcelona",https://barcauniversal.com/raphinhas-extra-terrestrial-feats-rodris-masterclass-three-takeaways-from-sevilla-1-3-barcelona/,2026-09-20T11:30:00+05:30,READY,Raphinha’s second consecutive hat-trick gets,gemini,2026-09-20T15:33:28+05:30,2026-09-20T15:33:57+05:30,
https://barcauniversal.com/?p=213267,"Hansi Flick talks Raphinha, Rodri and goalkeeper surprise selection after Barcelona 3-1 Sevilla",https://barcauniversal.com/hansi-flick-talks-raphinha-rodri-and-goalkeeper-surprise-selection-after-barcelona-3-1-sevilla/,2026-09-20T11:50:00+05:30,DISCOVERED,,,2026-09-20T15:33:28+05:30,,
https://barcauniversal.com/?p=213270,"Rodri talks Barcelona performance, Pep Guardiola advice and Raphinha after 3-1 victory over Sevilla",https://barcauniversal.com/rodri-talks-barcelona-performance-pep-guardiola-advice-and-raphinha-after-3-1-victory-over-sevilla/,2026-09-20T12:10:00+05:30,READY,Rodri’s post-match comments,gemini,2026-09-20T15:33:28+05:30,2026-09-20T15:34:04+05:30,
https://barcauniversal.com/?p=213265,Barcelona suffer injury blow as Hansi Flick confirms defender will ‘miss a few weeks’,https://barcauniversal.com/barcelona-suffer-injury-blow-as-hansi-flick-confirms-defender-will-miss-a-few-weeks/,2026-09-20T12:30:00+05:30,READY,Christensen picking up a thigh injury against Sevilla is a tough,gemini,2026-09-20T15:33:28+05:30,2026-09-20T15:34:07+05:30,
https://barcauniversal.com/?p=213274,23-year-old Barcelona star hails Raphinha after Brazilian scores second straight hattrick: ‘He is very good’,https://barcauniversal.com/23-year-old-barcelona-star-hails-raphinha-after-brazilian-scores-second-straight-hattrick-he-is-very-good/,2026-09-20T12:50:00+05:30,DISCOVERED,,,2026-09-20T15:33:28+05:30,,
https://barcauniversal.com/?p=213282,Barcelona agree new long-term deal with academy starlet after impressive start to the season: Romano,https://barcauniversal.com/barcelona-agree-new-long-term-deal-with-academy-starlet-after-impressive-start-to-the-season-romano/,2026-09-20T13:10:00+05:30,READY,Xavi Espart's new deal through,gemini,2026-09-20T15:33:28+05:30,2026-09-20T15:34:16+05:30,
https://barcauniversal.com/?p=213285,Sevilla manager baffled by Barcelona superstar’s Ballon d’Or snub: ‘I don’t understand’,https://barcauniversal.com/sevilla-manager-baffled-by-barcelona-superstars-ballon-dor-snub-i-dont-understand/,2026-09-20T13:30:00+05:30,READY,", no ""🧵"". No semicolons.",gemini,2026-09-20T15:33:28+05:30,2026-09-20T15:35:04+05:30,
https://barcauniversal.com/?p=213288,Dominik Livakovic credits Barcelona teammate for helping him settle after impressive debut,https://barcauniversal.com/dominik-livakovic-credits-barcelona-teammate-for-helping-him-settle-after-impressive-debut/,2026-09-20T13:50:00+05:30,READY,Flick's decision to start Livakovic against Sevilla,gemini,2026-09-20T15:33:28+05:30,2026-09-20T15:35:08+05:30,
